"publication_version_id","publication_id","doi","title","abstract","description","Tags","Authors"
"2408","3331","10.4231/YP1V-Q047","Gardner's Art Through the Ages - Illustrations Data","This is a collection of four datasets of content information collected from the 1st, 5th, 12th, and 16th editions of Helen Gardner's canonical art textbook Gardner's Art Through the Ages.","<p>Four Excel spreadsheets detailing content data from four editions of <em>Gardner&#39;s Art Through the Ages</em>. Data details number of images, maps, illustrations, pages, and describes content areas.</p>","art and design, art history, digital humanities, history, library science, painting","Matthew Hannah, Matthew N. Hannah, Jean Pierre V.M. Herubel"
"2415","3338","10.4231/E81F-NX21","Busia Digital Soil Mapping","This study is to bring legacy soil data from the Busia area of Kenya ‘back to life’ using digital soil mapping techniques.","<p>This study aims at utilizing legacy soil data for digital soil mapping and data delivery. The legacy soil data used in this study is the <em>Reconnaissance Soil Survey of the Busia area</em> <em>(quarter sheet No. 101)</em> (Rachilo and Michieka, 1991). The overall objective of this study is to bring legacy soil data &lsquo;back to life&rsquo; using digital soil mapping techniques. The specific objectives include to (i) transform the best available legacy soil survey report of a selected potion of Kenya into a digital format, (ii) make spatial predictions of selected soil properties using data mined from the legacy soil survey using digital soil mapping techniques, (ii) improve the spatial resolution of the legacy soil map of the study area using digital soil mapping, and (iv) develop a prototype platform that could deliver spatially explicit soils and agricultural information of the study area on a smart phone or mobile tablet.</p>

<p>Rachilo, J.R., &amp; Michieka, D.O. (1991). Reconnaissance Soil Survey of the Busia area (quarter degree sheet No. 101). Kenya Soil Survey, pp. 269.</p>

<p>This is a publication series that contains (i) soil property data and environmental covariates of digital soil mapping, (ii) environmental covariates for disaggregating the Busia soil polygon map,&nbsp;(iii) K-means cluster map, (iv) predictive components for stepwise multiple linear regression,&nbsp;(v) crop suitability maps, (vi) land quality maps, (vii) fuzzy soil class map, and (viii) the disaggregated soil class map of the Busia area.</p>","agronomy, busia area, digital soil mapping, disaggregation, kenya, legacy soil data","Darrell G Schulze, Joshua O Minai, Sandi L Caldrone"
"2416","3339","10.4231/7YY6-HQ02","Quantifying Dissolved Organic Carbon Dynamics Using a Three-Dimensional Terrestrial Ecosystem Model at High Spatial-Temporal Resolutions","Arctic ecosystems are very sensitive to the global climate change. This study provides a modeling framework to adequately quantify the Arctic land ecosystem carbon budget by considering the lateral transport of carbon affected by permafrost...","<p>Arctic terrestrial ecosystems are very sensitive to the global climate change due to the large storage of soil organic carbon and the presence of snow, glacier and permafrost, which respond directly to near surface air temperature that has warmed in the Arctic by almost twice as much as the global average. These ecosystems play a significant role in affecting regional and global carbon cycling, which have been traditionally quantified using biogeochemical models that have not explicitly considered the loss of carbon due to lateral flow of water from land to aquatic ecosystems. &nbsp;Building upon an extant spatially-distributed hydrological model and a process-based biogeochemical model, we have developed a three-dimensional terrestrial ecosystem model (ECO3D) to elucidate how lateral water flow has impacted the regional dissolved organic carbon (DOC) dynamics in the Tanana Flats Basin in central Alaska.&nbsp; The model explicitly simulates the production, consumption and transport of DOC. Both <i>in-situ</i> observational data and remote sensing-based products were used to calibrate and validate the model. Our simulations show that: (1) plant-litter DOC leaching exerts significant controls on soil DOC concentration during precipitation and snowmelt events; (2) lateral transport plays an important role in affecting regional DOC dynamics; and (3) DOC export to the Tanana River is approximately 9.6 &times; 10<sup>6</sup> kg C yr<sup>-1</sup>. This study provides a modeling framework to adequately quantify the Arctic land ecosystem carbon budget by considering the lateral transport of carbon affected by permafrost degradation. The quantification of the lateral carbon fluxes will also improve future carbon cycle modeling for Arctic aquatic ecosystems.</p>","alaska, arctic region, biogeochemistry, c, carbon cycle, climate change, earth and atmospheric sciences, eco3d, ecosystem, hydrology, lsm, permafrost, tem","Ruby Leung, Laodong Guo, Chang Liao, Qianlai Zhuang, Sandi L Caldrone"
"2419","3342","10.4231/PVVE-ZD90","3-D Model of a Beam Clamp for OSHA Fall Safety Training","3-D model of a beam clamp for the OSHA virtual reality simulation fall safety training.","<p>The 3D models of safety tools were created as part of the research of James L. Jenkins in collaboration with the Envision Center, Purdue University. They were developed as part of the virtual reality (VR) simulation safety training for the Occupational Health and Safety Administration (OSHA), U.S. Department of Labor&nbsp;funded by the Susan Harwood Training Grant Program, grant number SH-31215-SH7. It does not necessarily reflect the views or policies of the U.S. Department of Labor, nor does mention of trade names, commercial products, or organizations imply endorsement by the U.S. Government.</p>

<p>The purpose of the models was to help workers better learn and retain safety training materials in a more effective and interactive way. The 3D models follow OSHA specifications.</p>

<p>The dataset contains a model and textures.</p>

<div class=""sketchfab-embed-wrapper""><iframe allow=""autoplay; fullscreen; vr"" frameborder=""0"" height=""480"" mozallowfullscreen=""true"" src=""https://sketchfab.com/models/ac7e399c380547b085530eb331505f69/embed"" title=""A 3D model"" webkitallowfullscreen=""true"" width=""640""></iframe>

<p style=""font-size: 13px; font-weight: normal; margin: 5px; color: #4A4A4A;""><a href=""https://sketchfab.com/3d-models/beam-clamp-ac7e399c380547b085530eb331505f69?utm_medium=embed&amp;utm_source=website&amp;utm_campaign=share-popup"" style=""font-weight: bold; color: #1CAAD9;"" target=""_blank"">Beam Clamp</a> by <a href=""https://sketchfab.com/EnvisionCenter?utm_medium=embed&amp;utm_source=website&amp;utm_campaign=share-popup"" style=""font-weight: bold; color: #1CAAD9;"" target=""_blank"">Purdue Envision Center</a> on <a href=""https://sketchfab.com?utm_medium=embed&amp;utm_source=website&amp;utm_campaign=share-popup"" style=""font-weight: bold; color: #1CAAD9;"" target=""_blank"">Sketchfab</a></p>
</div>","3d models, construction management technology, construction sites, osha, safety, safety management, safety training, virtual reality, vr","Jordyn Lukomski, James L. Jenkins, George Takahashi, Amanda D Luginbuhl, Stanislav Pejša"
"2420","3343","10.4231/P2HD-JT13","3-D Model of a Construction Safety Cone for OSHA Fall Safety Training","3-D model of a Construction Safety Cone for the OSHA virtual reality simulation fall safety training.","<p>The 3D models of safety tools were created as part of the research of James L. Jenkins in collaboration with the Envision Center, Purdue University. They were developed as part of the virtual reality (VR) simulation safety training for the Occupational Health and Safety Administration (OSHA), U.S. Department of Labor&nbsp;funded by the Susan Harwood Training Grant Program, grant number SH-31215-SH7. It does not necessarily reflect the views or policies of the U.S. Department of Labor, nor does mention of trade names, commercial products, or organizations imply endorsement by the U.S. Government.</p>

<p>The purpose of the models was to help workers better learn and retain safety training materials in a more effective and interactive way. The 3D models follow OSHA specifications.</p>

<p>The dataset contains a model and textures.</p>

<div class=""sketchfab-embed-wrapper""><iframe allow=""autoplay; fullscreen; vr"" frameborder=""0"" height=""480"" mozallowfullscreen=""true"" src=""https://sketchfab.com/models/fc7522d0edaf462a84621db39b2a3c57/embed"" title=""A 3D model"" webkitallowfullscreen=""true"" width=""640""></iframe>

<p style=""font-size: 13px; font-weight: normal; margin: 5px; color: #4A4A4A;""><a href=""https://sketchfab.com/3d-models/traffic-cone-fc7522d0edaf462a84621db39b2a3c57?utm_medium=embed&amp;utm_source=website&amp;utm_campaign=share-popup"" style=""font-weight: bold; color: #1CAAD9;"" target=""_blank"">Traffic Cone</a> by <a href=""https://sketchfab.com/EnvisionCenter?utm_medium=embed&amp;utm_source=website&amp;utm_campaign=share-popup"" style=""font-weight: bold; color: #1CAAD9;"" target=""_blank"">Purdue Envision Center</a> on <a href=""https://sketchfab.com?utm_medium=embed&amp;utm_source=website&amp;utm_campaign=share-popup"" style=""font-weight: bold; color: #1CAAD9;"" target=""_blank"">Sketchfab</a></p>
</div>","3d models, construction management technology, construction sites, osha, safety, safety management, safety training, virtual reality, vr","James L.  Jenkins, George Takahashi, Jordyn Lukomski, Stanislav Pejša"
"2421","3344","10.4231/JAS3-H131","3-D Model of a Step Ladder for OSHA Fall Safety Training","3-D model of a step ladder for the OSHA virtual reality simulation fall safety training.","<p>The 3D models of safety tools were created as part of the research of James L. Jenkins in collaboration with the Envision Center, Purdue University. They were developed as part of the virtual reality (VR) simulation safety training for the Occupational Health and Safety Administration (OSHA), U.S. Department of Labor&nbsp;funded by the Susan Harwood Training Grant Program, grant number SH-31215-SH7. It does not necessarily reflect the views or policies of the U.S. Department of Labor, nor does mention of trade names, commercial products, or organizations imply endorsement by the U.S. Government.</p>

<p>The purpose of the models was to help workers better learn and retain safety training materials in a more effective and interactive way. The 3D models follow OSHA specifications.</p>

<p>The dataset contains a model and textures.</p>

<div class=""sketchfab-embed-wrapper"">
    <iframe title=""A 3D model"" width=""640"" height=""480"" src=""https://sketchfab.com/models/10573f52155c4fe4be3a6d7665751f06/embed"" frameborder=""0"" allow=""autoplay; fullscreen; vr"" mozallowfullscreen=""true"" webkitallowfullscreen=""true""></iframe>

<p style=""font-size: 13px; font-weight: normal; margin: 5px; color: #4A4A4A;"">
    <a href=""https://sketchfab.com/3d-models/step-ladder-10573f52155c4fe4be3a6d7665751f06?utm_medium=embed&utm_source=website&utm_campaign=share-popup"" target=""_blank"" style=""font-weight: bold; color: #1CAAD9;"">Step Ladder</a>
    by <a href=""https://sketchfab.com/EnvisionCenter?utm_medium=embed&utm_source=website&utm_campaign=share-popup"" target=""_blank"" style=""font-weight: bold; color: #1CAAD9;"">Purdue Envision Center</a>
    on <a href=""https://sketchfab.com?utm_medium=embed&utm_source=website&utm_campaign=share-popup"" target=""_blank"" style=""font-weight: bold; color: #1CAAD9;"">Sketchfab</a>
</p>
</div>","3d models, construction management technology, construction sites, osha, safety, safety management, safety training, virtual reality, vr","James L. Jenkins, George Takahashi, Jordyn Lukomski, Stanislav Pejša"
"2424","3347","10.4231/WDSQ-MK44","Data: Does bottom-line pressure make terrorism coverage more negative? Evidence from a Twenty Newspaper Panel Study.","Data files for the Media, War &amp; Conflict paper: Does bottom-line pressure make terrorism coverage more negative? Evidence from a Twenty Newspaper Panel Study.","<p>We use an original panel dataset to explore the impact of economic pressure on the way journalists report terrorism. This dataset combines data about terrorist attacks in the U.S.[1], presidential endorsements by newspapers[2], ownership and profit information, and public distrust of the media[3] with tone scores for randomly selected articles on terrorism from 20 newspapers spanning 1997 to 2014. This publication includes a Stata data file (in dta and csv formats) as well as an appendix with a description of variables and selected tables and figures.</p>

<p>&nbsp;</p>

<p>[1] Miller, E., LaFree, G., Dugan, L. (2014). Global Terrorism Database (GTD). Retrieved from <a href=""https://www.start.umd.edu/data-tools/global-terrorism-database-gtd"">https://www.start.umd.edu/data-tools/global-terrorism-database-gtd</a>.</p>

<p>[2] American Presidency Project. (2012). General Election Editorial Endorsements by Major Newspapers.<br />
Retrieved from <a href=""https://www.presidency.ucsb.edu/statistics/data/2012-general-election-editorial-endorsements-major-newspapers"">https://www.presidency.ucsb.edu/statistics/data/2012-general-election-editorial-endorsements-major-newspapers</a>.</p>

<p>[3] Gallup, Inc. (2014). Media Use and Evaluation. Retrieved from <a href=""https://news.gallup.com/poll/1663/Media-Use-Evaluation.aspx"">https://news.gallup.com/poll/1663/Media-Use-Evaluation.aspx</a>&nbsp;</p>","content analysis, honors college, international relations, international relations analysis, international relations policymaking, media, national security, national security analysis, national security policymaking, negative news, newspaper content, political analysis, political science, sentiment analysis, terrorism","Aaron M Hoffman, Dwaine Jengelley, Sandi L Caldrone"
"2432","3355","10.4231/C1W0-8F75","Maize Response to P and K in 2006. Experiment 1 at Throckmorton Purdue Agricultural Center: Yield, Soil and Tissue P and K, and Seed and Stover Composition","Grain and stover yield and composition were determined for maize grown in soil previously fertilized annually for 8 years with potassium (K, 0 to 400 kg K/ha) and phosphorus (P, 0 to 75 kg P/ha) resulting in large differences in soil test P and K.","<p>These data may be used to evaluate the relationship between soil test P and K concentrations and maize yield and yield components. Similarly, tissue P and K concentrations differ markedly among fertility treatments and those data may be useful in evaluating the relationship between tissue P and K concentrations and maize yield and composition.&nbsp;</p>","agronomy, biomass, corn, grain yield, indiana, maize, phosphorus fertilizer, plant nutrition, potassium fertilizer, seed composition, soil fertility, stover composition","Jeffrey J. Volenec, Sylvie M. Brouder"
"2434","3356","10.4231/WWSK-RA65","Maize Response to P and K in 2006. Experiment 2 at Throckmorton Purdue Agricultural Center: Yield, Soil and Tissue P and K, and Stover and Grain Composition","Maize was grown in 2006 in plots differing in soil test P and K. Yield and plant composition were determined.","<p>These data may be used to evaluate relationships among soil and tissue P and K concentrations and agronomic performance and composition of maize.&nbsp;</p>","agronomy, corn, grain yield, indiana, maize, phosphorus fertilizer, plant nutrition, potassium fertilizer, soil fertility, stover composition","Jeffrey J. Volenec, Sylvie M. Brouder"
"2437","3359","10.4231/K1SE-T951","The positions of ZFBS and ZFBS-Morph overlaps in the build bosTau8 of the cow genome","This project provides data for locating the positions of the ZFBS and ZFBS-morph overlaps in the build bosTau8 of the cow genome.","<p>In mammals, genomic imprinting results in the monoallelic expression of a subset of genes in a parent-of-origin specific manner.&nbsp; This complex process is regulated by the Imprinting Control Regions (ICRs) and germline Differentially Methylated Regions (gDMRs).&nbsp; In the mouse and the human genomes, the known ICRs/gDMRs include a set of composite DNA elements consisting of the ZFP57 binding site (ZFBS) overlapping a subset of the MLL1 morphemes.&nbsp; It is thought that these composite elements (ZFBS-Morph overlaps) could be a key feature that drives the recruitment of the DNMT3A and DNMT3L complex for processive methylation of the ICRs in one of the parental alleles.&nbsp; Furthermore, while ZFP57 selectively binds a CpG-methylated hexameric DNA sequence, MLL1 and MLL2 associate with a set of nonmethylation CpG-rich motifs known as the MLL1 morphemes.&nbsp; Both MLL1 and MLL2 regulate transcription by modifying lysine 4 in histone H3 producing H3K4me3 marks in chromatin. &nbsp;&nbsp;</p>

<p>This publication provides a text file that lists the positions of ZFBS and ZFBS-Morph overlaps in the build bosTau8 of the cow genome.&nbsp; The file is in a format (.bed) suitable for upload at the UCSC genome browser to create a custom track.&nbsp; To obtain and save a copy of the bed file, click on download at the top right corner of the page.&nbsp; Alternatively, click <a href=""http://genome.ucsc.edu/cgi-bin/hgTracks?org=cow&amp;db=bosTau8&amp;position=chr29:50,145,001-50,152,000&amp;hgt.customText=https://purr.purdue.edu/publications/3359/serve?v=1"" target=""_blank""><em>here</em></a> to examine directly the listed positions at the UCSC genome browser.&nbsp;</p>

<p>If you observe anomalies on this page and if you encounter a problem with downloading the bed file, please contact bina@ purdue.edu.</p>","chemistry, codes in dna, cpg-rich motifs, dmrs, gene regulation, genomic imprinting, germline dmrs, icr, imprinting control regions, kmt2a, mll, mll1, mll1 binding sites, mll1 morphemes, zfp57","Minou Bina, Phillip Wyss, Xiaohui Song, Sandi L Caldrone"
"2438","3360","10.4231/HWBM-2M96","Density of ZFBS-Morph overlaps in the build bosTau8 of the cow genome","This publication provides a file (in wig.gz format) for displaying the density of ZFBS-Morph overlaps in the build bosTau8 of the cow genome.","<p>Genomic imprinting results in the expression of a subset of genes from either the maternal or paternal allele. &nbsp;This complex process is regulated by Imprinting Control Regions (ICRs), dispersed along the mammalian autosomal chromosomes.&nbsp; In the mouse and the human genomes, the ICRs often encompass composite DNA elements consisting of the ZFP57 binding site (ZFBS) overlapping a subset of the MLL1 morphemes.&nbsp; These elements (ZFBS-Morph overlaps) occur often as clusters of 2 or more in the ICRs and the germline Differentially Methylated Regions (gDMRs).&nbsp; To enhance detection of such clusters, we developed a Perl script for viewing the density of ZFBS-Morph overlaps in the build bosTau8 of the cow genome.&nbsp; In a sliding window (consisting of 850 bases), the script counted and reported the number of ZFBS-Morph overlaps while ignoring isolated occurrences of such overlaps.&nbsp; &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p>

<p>This publication provides a file (in wig.gz format) for displaying the density of ZFBS-Morph overlaps at the UCSC genome browser.&nbsp; Follow the steps listed below to obtain a copy of the file for creating a custom track at the browser.</p>

<ul>
	<li>At the top right corner of this page, click on download bundle. The file is compressed.</li>
	<li>After download, decompress the file.
	<ul>
		<li>You will find two files named:
		<ul>
			<li>Readme.txt and</li>
			<li>BINA_Dens_ZFBS-Morph_overlaps_bosTau8.wig.gz</li>
		</ul>
		</li>
	</ul>
	</li>
</ul>

<ul>
	<li>To view the plots at the UCSC genome browser, go to <a href=""https://genome.ucsc.edu/"">https://genome.ucsc.edu/</a></li>
</ul>

<ul>
	<li>Select the build bosTau8 of the cow genome.&nbsp;
	<ul>
		<li>You will find a map displaying the default tracks.</li>
	</ul>
	</li>
</ul>

<ul>
	<li>Under the map, click on &quot;manage custom tracks&rdquo;
	<ul>
		<li>Afterward, click on &quot;add custom track&quot;</li>
		<li>Then click on choose file.</li>
		<li>*On your computer, select the file named
		<ul>
			<li>BINA_Dens_ZFBS-Morph_overlaps_bosTau8.wig.gz</li>
		</ul>
		</li>
		<li>Subsequently, click on submit.</li>
	</ul>
	</li>
</ul>

<p>At the browser, the plot will display the density-peaks as brown vertical bars.</p>

<ul style=""list-style-type:circle;"">
	<li>NOTE:&nbsp;the track will indicate &ldquo;no data&rdquo; in regions that do not include any density-peak.</li>
</ul>

<p>In evaluations, we found that reliable peaks encompassed 3 or more ZFBS-Morph overlaps.&nbsp; Peaks encompassing 2 overlaps could be true or false positive.</p>

<p>If you observe anomalies on this page, please contact bina@&nbsp;purdue.edu.</p>","chemistry, codes in dna, dmrs, gene regulation, genomic imprinting, germline dmrs, icrs, imprinting control regions, kmt2a, mll1 binding sites, mll1 morphemes, zfp57","Minou Bina, Phillip Wyss, Xiaohui Song, Sandi L Caldrone"
"2442","3364","10.4231/TWYR-J604","Applying Design of Experiments to Evaluate Economic Feasibility of Rare-Earth Element Recovery – Supporting Information","Raw and simulated data, statistical analysis results for the paper &quot;Applying Design of Experiments to Evaluate Economic Feasibility of Rare-Earth Element Recovery&quot; submitted to 27th CIRP Life Cycle Engineering Conference.","<p>This study applies design of experiments (DOE) methods in the conduct of a techno-economic assessment (TEA) on a newly developed rare-earth element (REE) recovery process. The goal of this effort is to identify main factors that affect the profitability of the approach. We construct a factorial design with net profit as the response, where the experimental data are generated by simulation of different scenarios. The effects of different factors and their interactions are determined. &nbsp;Based on these results, a desirable recovery strategy is proposed. It is envisioned that the methods applied in the study can be utilized in other situations to promote the application of TEA in value recovery approaches.</p>","critical materials institute (cmi), design of experiment (doe), industrial engineering, rare-earth element (ree), techno-economic assessment (tea)","Sidi Deng, John Sutherland, Jesus Perez-Cardona, Aihua Huang, Yuehwern Yih, Vicki Thompson, David Reed, Hongyue Jin, Sandi L Caldrone"
"2443","3365","10.4231/83SG-7P52","Raptor resource selection in agroecosystems:  cover crops and definitions of availability matter","Raptor habitat selection in cover-cropped agroecosystems of west-central Indiana and the influence of definitions of availability on habitat models.","<p align=""left"">Many foraging raptors in agroecosystems have declined as agriculture has intensified.&nbsp;&nbsp;Cover crops are a recent trend in areas of intensive row-crop agriculture in the Midwestern United States that could positively affect raptors by increasing the abundance and distribution of raptor prey including small mammals.&nbsp;&nbsp;We assessed the habitat use of 2 species of raptors, American Kestrel (<em>Falco sparverius</em>) and Red-tailed Hawk (<em>Buteo jamaicensis</em>), and specifically tested for selection of areas near cover-cropped fields.&nbsp;&nbsp;We conducted 1184 km of roadside transects in 2018 and 2019 in west-central Indiana and recorded 191 detections of our focal species.&nbsp;We constructed resource selection functions within a use-availability design to evaluate raptor habitat use with a series of weighted logistic regression models.&nbsp;&nbsp;For each species, we fit models at 2 scales (transect and landscape) and with 2 definitions of available points (completely random and random subject to constraints of hunting method).&nbsp;&nbsp;American Kestrels were strongly associated with cover-cropped agricultural fields.&nbsp;&nbsp;Red-tailed Hawks were strongly associated with woodlots.&nbsp;&nbsp;Scale did not greatly affect the inclusion of habitat variables into top models for either species.&nbsp;&nbsp;Random models identified potential perch sites, whereas constrained random models identified more subtle habitat preferences not included in the random models.&nbsp;&nbsp;For American Kestrels constrained models revealed avoidance of woodland perches and selection of perch sites near fields lacking cover crops.&nbsp;&nbsp;For Red-tailed Hawks, constrained models revealed habitat associations, particularly avoidance of utility lines and human development, that were absent or de-emphasized in random models.&nbsp;&nbsp;Modeling resource selection with constrained random availability will work best for well-studied species with discrete, easily mapped habitat features.&nbsp;&nbsp;If damage to commodity crops by rodents in cover-cropped fields is a concern, management of raptors should focus on kestrels and could include erection of artificial perches and nest boxes, and enhancement of permanent hunting habitat.&nbsp;</p>","american kestrel, buteo jamaicensis, cover crops, falco sparverius, forestry and natural resources, indiana, red-tailed hawk, resource selection function, row-crop agroecosystems, rstudio, use-availability","Megan Zagorski, Rob Swihart, Megan E Zagorski"
"2444","3366","10.4231/RP5C-P425","Economic Dimensions of Global Cartels, Detected 1990-2017: Food and Agriculture Markets","The Private International Cartels (PIC) Data Set comprises the largest collection of legal-economic information on contemporary price-fixing cartels. This subset of covers the global cartels in the food and agriculture industries between 1990 and...","<p>The Private International Cartels (PIC) Data Set comprises the largest collection of legal-economic information on contemporary price-fixing cartels. The total sample encompasses 1305 private hard-core cartels that were discovered between January 1990 and December 2017. This subset covers the <i>global </i>cartels (those that fixed prices across two or more continents) in the food and agriculture industry detected between 1990 and 2017. This spreadsheet contains a list of economic data (firm numbers, duration, affected sales, and cartel overcharges) The overcharges are derived from a published paper that surveys more than 700 published economic studies and judicial decisions from which were extracted more than 2,000 quantitative estimates of overcharges of hard-core cartels. The second spreadsheet (Private Intl Cartels Table A7 PURR 2020-01-09.xlsx) lists legal information on each member of the cartel, such as dates of litigation, the company names, executives&rsquo; names, and the penalties levelled against the cartelists by all of the world&rsquo;s antitrust authorities. The dataset documents the global size, economic impacts, and anti-cartel enforcement of contemporary private international cartels and the world&rsquo;s antitrust authorities and national courts (excluding appeals). The sample is believed to be a reasonably complete list of all discovered contemporary private international cartels in jurisdictions that have a well maintained antitrust-authority Web sites. Government or private legal actions (i.e., formal investigations, damages suits, fines, or consent decrees) are recorded up to August 2019. Monetary data are expressed in nominal U.S. dollars, using exchange rates during the cartel&rsquo;s life or the day a legal action was announced.</p>","agricultural economics, antitrust, antitrust law, antitrust policy, bid rigging, cartels, collusion, competition law, corporate crimes, damages, fines, industrial economics, oligopoly, overcharge, penalties, price effects, price fixing, recidivism, trade regulation","John M. Connor, Stanislav Pejša"
"2445","3367","10.4231/7KM4-5M78","Economic Dimensions of EU Cartels, Detected by the EC in 1990-2017: Food and Agriculture Markets","The Private International Cartels (PIC) Data Set is a repository of legal-economic information on contemporary price-fixing cartels. This subset covers cartels in food and agriculture industries detected by the EC.","<p>The Private International Cartels (PIC) Data Set is the largest repository of legal-economic information on contemporary price-fixing cartels. The total sample encompasses 1305 private hard-core cartels that were discovered between January 1990 and December 2017. This spreadsheet covers cartels in food and agriculture industries detected by the European Commission (EC) between 1990 and 2017. Each cartel had participants with headquarters in two or more Member States of the EU. The second spreadsheet (<span class=""item-title"" id=""file-62734"">Private Intl Cartels Table A8 PURR 2020-01-09.xlsx</span>) lists legal information on each member of the cartel, such as dates of litigation, the company names, executives&rsquo; names, and the penalties levelled against the cartelists by all of the world&rsquo;s antitrust authorities. The sample is believed to be a reasonably complete list of all discovered contemporary private international cartels in jurisdictions that have a well maintained antitrust-authority Web sites. The dataset documents the global size, economic impacts, and anti-cartel enforcement of contemporary private international cartels and the world&rsquo;s antitrust authorities and national courts (excluding appeals). The sample is believed to be a reasonably complete list of all discovered contemporary private international cartels in jurisdictions that have a well maintained antitrust-authority Web sites. Government or private legal actions (i.e., formal investigations, damages suits, fines, or consent decrees) are recorded up to August 2019. Monetary data are expressed in nominal U.S. dollars, using exchange rates during the cartel&rsquo;s life or the day a legal action was announced.</p>","agricultural economics, antitrust law, antitrust policy, bid rigging, cartels, collusion, competition law, corporate crimes, damages, fines, industrial economics, oligopoly, overcharge, penalties, price effects, price fixing, recidivism, trade regulation","John M. Connor, Stanislav Pejša"
"2446","3368","10.4231/BSFM-H696","Economic Dimensions of Cartels Operating in Single, Non-EU Jurisdictions, Detected 1979-2017: Food and Agriculture Markets","The Private International Cartels (PIC) Data Set comprises the largest collection of legal-economic information on contemporary price-fixing cartels. This subset of covers the global cartels in the food and agriculture Industry between 1990-2012.","<p>The Private International Cartels (PIC) Data Set is the largest repository of legal-economic information on contemporary price-fixing cartels. The total sample encompasses 1305 private hard-core cartels that were discovered between January 1990 and December 2017. This spreadsheet covers cartels in food and agriculture industries, other than global cartels or those detected by the European Commission (EC) between 1990 and 2017. The second spreadsheet (Private Intl Cartels Table A9 PURR 2020-01-16.xlsx) lists legal information on each member of the cartel, such as dates of litigation, the company names, executives&rsquo; names, and the penalties levelled against the cartelists by all of the world&rsquo;s antitrust authorities. The sample is believed to be a reasonably complete list of all discovered contemporary private international cartels in jurisdictions that have a well maintained antitrust-authority Web sites. The dataset documents the global size, economic impacts, and anti-cartel enforcement of contemporary private international cartels and the world&rsquo;s antitrust authorities and national courts (excluding appeals). The sample is believed to be a reasonably complete list of all discovered contemporary private international cartels in jurisdictions that have a well maintained antitrust-authority Web sites. Government or private legal actions (i.e., formal investigations, damages suits, fines, or consent decrees) are recorded up to August 2019. Monetary data are expressed in nominal U.S. dollars, using exchange rates during the cartel&rsquo;s life or the day a legal action was announced.</p>","agricultural economics, antitrust, antitrust law, antitrust policy, bid rigging, cartels, collusion, competition law, corporate crimes, damages, fines, industrial economics, oligopoly, overcharge, penalties, price effects, price fixing, recidivism, trade regulation","John M. Connor, Stanislav Pejša"
"2447","3369","10.4231/D7EC-MW59","Economic Dimensions of Global Cartels, Detected 1990-2017: Non- Food and Agriculture Markets","The Private International Cartels (PIC) dataset comprises the largest collection of legal-economic information on contemporary price-fixing cartels. The subset covers the global cartels outside of the food and agriculture industries between 1990...","<p>The Private International Cartels (PIC) Data Set comprises the largest collection of legal-economic information on contemporary price-fixing cartels. The total sample encompasses 1305 private hard-core cartels that were discovered between January 1990 and December 2017. This subset of covers the <i>global </i>cartels (those that fixed prices across two or more continents) <i>not</i> in the food and agriculture Industry detected between 1990 and 2012. This spreadsheet contains a list of economic data (firm numbers, duration, affected sales, and cartel overcharges) The overcharges are derived from a published paper that surveys more than 700 published economic studies and judicial decisions from which were extracted more than 2,000 quantitative estimates of overcharges of hard-core cartels. The second spreadsheet (<span class=""item-title"" id=""file-62738"">Private Intl Cartels Table A10 PURR 2020-01-16.xlsx</span>) lists legal information on each member of the cartel, such as dates of litigation, the company names, executives&rsquo; names, and the penalties levelled against the cartelists by all of the world&rsquo;s antitrust authorities. The second spreadsheet (see 6/ below) lists legal information on each member of the cartel, such as dates of litigation, the company names, executives&rsquo; names, and the penalties levelled against the cartelists by all of the world&rsquo;s antitrust authorities. The dataset documents the global size, economic impacts, and anti-cartel enforcement of contemporary private international cartels and the world&rsquo;s antitrust authorities and national courts (excluding appeals). The sample is believed to be a reasonably complete list of all discovered contemporary private international cartels in jurisdictions that have a well maintained antitrust-authority Web sites. Government or private legal actions (i.e., formal investigations, damages suits, fines, or consent decrees) are recorded up to August 2019. Monetary data are expressed in nominal U.S. dollars, using exchange rates during the cartel&rsquo;s life or the day a legal action was announced.</p>","agricultural economics, antitrust law, antitrust policy, bid rigging, cartels, collusion, competition law, corporate crimes, damages, fines, industrial economics, oligopoly, overcharge, penalties, price effects, price fixing, recidivism, trade regulation","John M. Connor, Stanislav Pejša"
